GEOID,cdGrade,whiteProp,blackProp,otherRaceProp,dissim,medianInc,povertyProp,povertyBProp,medicaidProp,tanfProp,snapProp,rentProp,uninsProp,asthmaProp,obesityProp,dentalProp
29510112100,179756.3042420803,0.6786654960491659,0.2320017559262511,0.08933274802458296,0.014455778221965428,55313,0.13674275680421422,0.05487269534679543,0.08208955223880597,0.012868410128684102,0.06724782067247821,0.6039850560398505,0.09699999999999999,0.086,0.257,0.691
29510116500,871518.8361115456,0.4376455642600042,0.4090620368409909,0.15329239889900487,0.0015684151738385253,39299,0.2286682193521067,0.126402710141859,0.15773872538640696,0.019003595274781716,0.19054956343091936,0.6343091936312275,0.16899999999999998,0.10300000000000001,0.341,0.527
29510110300,810198.3181467466,0.024777006937561942,0.9752229930624381,0,-0.012654405293461797,19728,0.31813676907829536,0.2968285431119921,0.3607532210109019,0.0728051391862955,0.42398286937901497,0.6081370449678801,0.231,0.125,0.445,0.40399999999999997
29510103700,129862.88757544756,0.8872472783825817,0.059875583203732506,0.05287713841368585,0.014805028657493582,50781,0.08631415241057543,0,0.0812597200622084,0.02619047619047619,0.06031746031746032,0.3603174603174603,0.113,0.086,0.273,0.675
29510103800,486604.8391733505,0.870471722700026,0.07375553818087047,0.055772739119103465,0.02128853272817384,67260,0.03831118060985145,0.0018243419338024498,0.08496221005994266,0.006354708261120739,0.04679376083188908,0.2582322357019064,0.105,0.08800000000000001,0.27,0.6729999999999999
29510104500,650626.5279101729,0.7626112759643917,0.07833827893175074,0.15905044510385757,0.008037604056861172,53750,0.14658753709198813,5.934718100890207e-4,0.06172106824925816,0.03404255319148936,0.10851063829787234,0.5840425531914893,0.115,0.086,0.266,0.6609999999999999
29510106100,962295.803494066,0.015846994535519125,0.9814207650273225,0.00273224043715847,-0.011663736556876447,18005,0.42131147540983604,0.41366120218579233,0.37103825136612023,0.031685678073510776,0.4220532319391635,0.6185044359949303,0.29,0.136,0.47700000000000004,0.313
29510105500,254281.7966413051,0.03563791874554526,0.9504632929436921,0.013898788310762652,-0.01692549002565731,36316,0.26193870277975767,0.2569493941553813,0.16250890947968638,0.013888888888888888,0.2638888888888889,0.5120370370370371,0.20600000000000002,0.12300000000000001,0.428,0.478
29510105200,0,0.3970198675496689,0.49271523178807947,0.11026490066225166,-0.0015167459054775245,50056,0.13278145695364238,0.06225165562913907,0.15496688741721854,0.026422764227642278,0.17886178861788618,0.6375338753387534,0.13,0.09699999999999999,0.311,0.591
29510105300,161.13595621287823,0.0949367088607595,0.8571993670886076,0.04786392405063291,-0.012651670472697172,23246,0.28045886075949367,0.26068037974683544,0.22943037974683544,0.03796376186367558,0.39516824849007764,0.642795513373598,0.201,0.121,0.428,0.418
29510105400,20029.07668547146,0.12367640830156713,0.7793307920372723,0.09699279966116052,-0.01013088422164133,28235,0.2981787378229564,0.20330368487928843,0.35239305379076663,0.023972602739726026,0.4143835616438356,0.8618721461187214,0.25,0.121,0.41200000000000003,0.41700000000000004
29510104200,210405.7320752144,0.8610179823224626,0.0365742151782993,0.10240780249923803,0.01879456536461626,56797,0.12526668698567509,0.017372752209692168,0.046936909478817436,0.0028473804100227792,0.05580865603644647,0.5335990888382688,0.096,0.083,0.248,0.684
29510103600,763303.7401982917,0.8709187547456341,0.02809415337889142,0.10098709187547457,0.007708365367447291,42353,0.20577069096431283,0,0.15034168564920272,0.032679738562091505,0.2173202614379085,0.26143790849673204,0.141,0.09699999999999999,0.31,0.622
29510105198,0,0.72014714204867,0.17147707979626486,0.10837577815506508,0.01364253442929557,55793,0.24136955291454443,0.029145444255800793,0.0500848896434635,0.016615384615384615,0.05846153846153846,0.5138461538461538,0.095,0.086,0.24100000000000002,0.6970000000000001
29510106500,776012.0808362365,0.04535398230088496,0.93952802359882,0.015117994100294985,-0.01597987533811717,28050,0.2079646017699115,0.2013274336283186,0.3001474926253687,0.06515301085883514,0.40868706811451133,0.5844027640671273,0.244,0.12,0.452,0.386
29510106600,852063.7401728407,0.02711864406779661,0.9322033898305084,0.04067796610169491,-0.01056748759716872,17717,0.4124293785310734,0.3954802259887006,0.36045197740112994,0.09077380952380952,0.6666666666666666,0.6041666666666666,0.306,0.14,0.483,0.319
29510106300,336153.8952018544,0.00923951670220327,0.9637526652452025,0.02700781805259417,-0.00886792726462816,26103,0.2579957356076759,0.2523098791755508,0.34186211798152094,0.010619469026548672,0.39646017699115044,0.5415929203539823,0.228,0.127,0.441,0.34700000000000003
29510107200,0,0.0036656891495601175,0.9824046920821115,0.013929618768328446,-0.0088176959002205825,23242,0.37390029325513197,0.37390029325513197,0.2932551319648094,0.05870841487279843,0.4481409001956947,0.5303326810176126,0.28300000000000003,0.13699999999999998,0.479,0.349
29510106700,561402.1589219198,6.408202499198974e-4,0.9814162127523229,0.017942966997757128,-0.02022105082527334,21597,0.4700416533162448,0.45177827619352773,0.3274591477090676,0.050566037735849056,0.3886792452830189,0.5735849056603773,0.242,0.127,0.46299999999999997,0.38299999999999995
29510107400,0,0.009671848013816925,0.985146804835924,0.0051813471502590676,-0.018646861224835925,24601,0.36407599309153715,0.36407599309153715,0.3993091537132988,0.050505050505050504,0.5342312008978676,0.4175084175084175,0.314,0.141,0.49200000000000005,0.331
29510107500,0,0.011405109489051095,0.978558394160584,0.010036496350364963,-0.013997049117676649,25662,0.2851277372262774,0.2823905109489051,0.2614051094890511,0.0488997555012225,0.2665036674816626,0.30440097799511,0.24100000000000002,0.126,0.44799999999999995,0.41200000000000003
29510107600,0,0.02375061850569025,0.9737753587333003,0.002474022761009401,-0.012668272418668072,20988,0.3033151904997526,0.3008411677387432,0.23453735774369125,0.06779661016949153,0.3595641646489104,0.42736077481840196,0.242,0.127,0.45799999999999996,0.36200000000000004
29510111100,1090867.3252412975,0.04034427111350188,0.9483593329747176,0.011296395911780527,-0.011126786705089771,30417,0.44109736417428724,0.4185045723507262,0.2980096826250672,0.08571428571428572,0.4631578947368421,0.681203007518797,0.257,0.129,0.485,0.365
29510111200,1047462.9616676234,0.06423982869379015,0.9132762312633833,0.022483940042826552,-0.0052191103090286125,21316,0.48822269807280516,0.4668094218415418,0.3854389721627409,0.11834319526627218,0.47337278106508873,0.5769230769230769,0.27899999999999997,0.129,0.47100000000000003,0.32299999999999995
29510111300,951121.6324156523,0.0029651593773165306,0.9970348406226834,0,-0.00885766067070893,21906,0.23721275018532245,0.23721275018532245,0.38472942920681985,0.006570302233902759,0.3679369250985545,0.7056504599211564,0.287,0.134,0.467,0.342
29510111400,911510.710893102,0.008100147275405008,0.9690721649484536,0.022827687776141383,-0.008617544726752753,28458,0.3556701030927835,0.32989690721649484,0.3873343151693667,0.03411513859275053,0.488272921108742,0.5884861407249466,0.24600000000000002,0.131,0.457,0.358
29510111500,788343.7013654779,0.001440922190201729,0.9755043227665706,0.023054755043227664,-0.00446549198505429,32786,0.40057636887608067,0.39913544668587897,0.32132564841498557,0.019230769230769232,0.39615384615384613,0.4846153846153846,0.267,0.13,0.473,0.348
29510112200,581877.9572199136,0.08333333333333333,0.9166666666666666,0,-0.00893997288522822,21053,0.3713235294117647,0.36519607843137253,0.3627450980392157,0.033783783783783786,0.4239864864864865,0.597972972972973,0.23399999999999999,0.126,0.445,0.414
29510115400,256216.79341511428,0.6002415458937198,0.25573671497584544,0.14402173913043478,0.00818843583928128,33942,0.2747584541062802,0.09027777777777778,0.2856280193236715,0.04058721934369603,0.34024179620034545,0.3998272884283247,0.204,0.105,0.34,0.52
