GEOID,ALAND,cGrade,dGrade,cdGrade,totalPop,totalPop_m,house,house_m,white,white_m,whiteProp,black,black_m,blackProp,otherRace,otherRaceProp,dissim,medianInc,medianInc_m,poverty,poverty_m,povertyProp,povertyB,povertyB_m,povertyBProp,medicaid,medicaidProp,tanf,tanf_m,tanfProp,snap,snap_m,snapProp,own,own_m,ownProp,rent,rent_m,rentProp,unins,unins_ml,unins_mh,uninsProp,asthma,asthma_ml,asthma_mh,asthmaProp,obesity,obesity_ml,obesity_mh,obesityProp,dental,dental_ml,dental_mh,dentalProp
29510115200,1348424,544786.1807357669,0,544786.1807357669,3370,372,1477,120,1547,294,0.45905044510385756,1393,245,0.41335311572700295,430,0.12759643916913946,0.001523726830233052,28322,6146,1240,336,0.36795252225519287,642,217,0.19050445103857566,1386,0.4112759643916914,109,65,0.07379823967501693,555,140,0.37576167907921465,446,91,0.3019634394041977,1031,139,0.6980365605958023,24.6,21.9,27.4,0.24600000000000002,11,10.5,11.6,0.11,37.3,36.2,38.4,0.373,40.3,36.8,43.9,0.40299999999999997
29510108200,816932,0,0,0,2421,324,1111,92,52,38,0.0214787277984304,2311,328,0.9545642296571665,58,0.02395704254440314,-0.014906479029180925,26422,6107,578,341,0.23874432052870714,547,342,0.22593969434118133,779,0.3217678645187939,21,34,0.018901890189018902,444,109,0.3996399639963996,572,89,0.5148514851485149,539,107,0.48514851485148514,21.8,17.9,26.1,0.218,12.5,11.7,13.5,0.125,45,43.4,46.5,0.45,46.4,41.5,51.1,0.46399999999999997
29510108300,748498,0,0,0,2049,285,832,79,132,115,0.06442166910688141,1883,287,0.9189848706686189,34,0.016593460224499756,-0.011524322625956016,33750,7069,516,174,0.2518301610541728,488,178,0.23816495851634945,583,0.28452903855539285,46,27,0.055288461538461536,337,69,0.4050480769230769,481,78,0.578125,351,89,0.421875,21.7,18.5,25.2,0.217,12.5,11.8,13.4,0.125,43.8,42.4,45.1,0.43799999999999994,39.5,36.1,43,0.395
29510112400,938415,5638.883205361664,511.1688614785671,6150.052066840231,4006,377,2326,141,2639,302,0.6587618572141787,879,366,0.21942086869695457,488,0.1218172740888667,0.012490785363457959,54167,3727,573,208,0.14303544682975536,170,144,0.042436345481777334,242,0.06040938592111832,0,11,0,48,43,0.02063628546861565,698,110,0.3000859845227859,1628,163,0.6999140154772141,9.5,7.8,12,0.095,8.4,8.1,8.9,0.084,22.9,21.9,24.1,0.22899999999999998,68.8,65.6,71.8,0.688
29510115300,1654581,925.1274100542068,0,925.1274100542068,5167,598,1932,154,2532,323,0.4900329011031546,1877,496,0.36326688600735435,758,0.146700212889491,0.005155865071034422,40041,9359,1250,430,0.24191987613702343,568,310,0.10992839171666344,1286,0.2488871685697697,18,20,0.009316770186335404,447,131,0.23136645962732919,1138,122,0.5890269151138716,794,157,0.4109730848861284,23.4,20.6,26.3,0.23399999999999999,10.9,10.3,11.6,0.109,34.6,33.4,35.6,0.34600000000000003,45.3,41.6,49.3,0.45299999999999996
29510117200,1267634,305091.62173080444,59841.507427215576,364933.12915802,5171,664,2368,191,2715,389,0.5250435118932508,2133,476,0.4124927480177915,323,0.06246374008895765,0.004733509183685694,54441,7685,1239,541,0.2396054921678592,663,392,0.12821504544575518,773,0.14948752659060144,30,29,0.01266891891891892,375,145,0.15836148648648649,1228,184,0.518581081081081,1140,218,0.4814189189189189,14.4,11.7,17.6,0.14400000000000002,10.4,9.8,11.1,0.10400000000000001,33.5,32,35.1,0.335,58.6,54.1,63.3,0.586
29510109700,3545652,577528.7806082368,0,577528.7806082368,2488,434,891,107,258,153,0.10369774919614148,2202,391,0.885048231511254,28,0.011254019292604502,-0.01275808480103718,18482,3583,1392,372,0.5594855305466238,1183,320,0.4754823151125402,1241,0.4987942122186495,73,37,0.0819304152637486,453,90,0.5084175084175084,322,61,0.3613916947250281,569,106,0.6386083052749719,31.7,27.3,36.2,0.317,14.2,13.1,15.3,0.142,49.2,47.8,50.6,0.49200000000000005,32.7,28.7,36.9,0.327
29510106200,1078872,697254.2262898535,0,697254.2262898535,1436,403,521,87,14,23,0.009749303621169917,1396,403,0.9721448467966574,26,0.018105849582172703,-0.009125243365106703,12479,8852,913,377,0.6357938718662952,883,377,0.6149025069637883,851,0.5926183844011143,100,60,0.19193857965451055,247,78,0.4740882917466411,189,58,0.362763915547025,332,76,0.6372360844529751,33.4,29.3,37.3,0.33399999999999996,14.3,13.4,15.3,0.14300000000000002,48.8,47.6,50,0.488,29.8,26.1,33.5,0.298
29510109600,2906394,0,0,0,2986,420,1196,123,68,50,0.02277294038847957,2875,434,0.9628265237776289,43,0.014400535833891493,-0.018521462276982422,31019,9581,759,405,0.25418620227729405,738,407,0.24715338245144006,971,0.32518419290020095,66,51,0.05518394648829431,419,139,0.3503344481605351,603,132,0.504180602006689,593,156,0.49581939799331104,22.2,18.7,25.7,0.222,12.4,11.7,13.2,0.124,44.1,42.7,45.5,0.441,41,37.3,45,0.41
29510118100,1563757,28515.045831002295,575516.9562373795,604032.0020683818,1234,210,585,82,440,112,0.3565640194489465,766,193,0.6207455429497569,28,0.022690437601296597,-0.002009613502633997,31994,8381,373,166,0.30226904376012964,329,160,0.26661264181523503,374,0.30307941653160453,41,26,0.07008547008547009,159,48,0.2717948717948718,207,46,0.35384615384615387,378,79,0.6461538461538462,18.6,15.4,22.1,0.18600000000000003,11.1,10.5,11.9,0.111,38.1,36.5,39.7,0.381,47.1,42.8,51.9,0.47100000000000003
29510117400,1146088,39100.18230819702,0,39100.18230819702,4635,496,1997,132,2921,341,0.6302049622437972,1344,464,0.28996763754045307,370,0.07982740021574973,0.011374147684217996,48715,10700,609,223,0.1313915857605178,202,126,0.043581445523193096,778,0.16785329018338727,22,23,0.011016524787180772,261,105,0.13069604406609914,904,116,0.4526790185277917,1093,151,0.5473209814722083,12.9,11.5,14.5,0.129,9.6,9.3,10,0.096,31.2,30.3,32,0.312,63.6,61.2,66,0.636
29510126700,2246811,529445.8524961919,466633.7955839634,996079.6480801553,1173,201,512,68,414,158,0.35294117647058826,734,179,0.6257459505541347,25,0.021312872975277068,-0.0019784863998502083,18700,4885,543,174,0.4629156010230179,357,140,0.30434782608695654,396,0.33759590792838873,16,20,0.03125,269,67,0.525390625,207,56,0.404296875,305,61,0.595703125,25.4,21.8,29.3,0.254,13,12.1,13.8,0.13,45,43.5,46.2,0.45,33.2,29.7,37,0.332
29510119102,581750,40493.4926905632,241925.4126471877,282418.9053377509,3159,343,1651,128,1902,259,0.6020892687559354,629,197,0.199113643558088,628,0.19879708768597656,0.009032310119206674,40959,9710,951,269,0.3010446343779677,137,87,0.04336815447926559,214,0.06774295663184553,75,51,0.04542701393095094,107,61,0.06480920654149,493,70,0.2986069049061175,1158,118,0.7013930950938825,11.5,9.2,14.9,0.115,8.7,8.3,9.4,0.087,26.3,25.1,27.6,0.263,64.6,60,68.1,0.6459999999999999
29510126800,2792747,1349587.4006211217,0,1349587.4006211217,3375,263,1741,109,2918,270,0.8645925925925926,209,102,0.061925925925925926,248,0.07348148148148148,0.018851431186351242,50603,4994,286,106,0.08474074074074074,18,20,0.005333333333333333,171,0.050666666666666665,20,22,0.011487650775416428,111,53,0.06375646180356118,1141,104,0.6553704767375071,600,96,0.3446295232624928,12.8,11,14.7,0.128,9.2,8.8,9.7,0.092,28.7,27.7,29.7,0.287,64.2,60.8,67.6,0.642
29510126900,4336781,372006.17517502233,0,372006.17517502233,4207,706,1629,136,70,64,0.016638935108153077,4079,700,0.9695745186593773,58,0.013786546232469693,-0.026461510010534702,26580,4293,1540,714,0.36605657237936773,1512,713,0.3594009983361065,1471,0.34965533634418827,65,42,0.03990178023327195,508,141,0.3118477593615715,1018,153,0.6249232658072437,611,155,0.3750767341927563,25.9,21.7,30,0.259,13.1,12.4,14,0.131,45.9,44.3,47.3,0.45899999999999996,37.8,33.8,41.9,0.37799999999999995
29510127000,10530448,0,0,0,1978,271,578,83,317,85,0.160262891809909,1652,258,0.8351870576339737,9,0.00455005055611729,-0.008715571740079017,27500,7762,354,165,0.1789686552072801,321,160,0.16228513650151669,336,0.1698685540950455,4,8,0.006920415224913495,186,65,0.3217993079584775,201,60,0.3477508650519031,377,82,0.6522491349480969,31,25.4,36.4,0.31,12.1,11.2,13.3,0.121,38.9,37.2,40.4,0.389,35.1,29.9,41.1,0.35100000000000003
29510127400,3313716,0,1487229.6852960214,1487229.6852960214,5817,653,2243,129,1877,429,0.3226749183427884,3832,791,0.6587588103833592,108,0.018566271273852502,-0.012300820717137234,34893,16038,2606,686,0.44799724944129277,2271,696,0.3904074265085095,3054,0.5250128932439402,186,152,0.08292465448060633,957,225,0.42666072224699064,776,157,0.34596522514489525,1467,214,0.6540347748551048,19.9,16.4,23.8,0.19899999999999998,11.8,11.1,12.6,0.11800000000000001,39,37.5,40.6,0.39,44.9,40.5,49.5,0.449
29510123100,1031109,184090.8317967467,627965.4378268719,812056.2696236186,3669,446,1528,115,1117,181,0.30444262741891526,2458,458,0.6699373126192423,94,0.025620059961842464,-0.008493352368665469,46883,6616,635,197,0.17307168165712727,528,190,0.1439084219133279,617,0.16816571272826383,8,13,0.005235602094240838,356,130,0.23298429319371727,741,125,0.4849476439790576,787,144,0.5150523560209425,15.1,12.7,17.8,0.151,10.6,10,11.2,0.106,35.5,34,36.9,0.355,57.1,52.9,60.9,0.5710000000000001
29510126600,3250755,0,1924882.176714424,1924882.176714424,3618,450,1203,105,744,214,0.20563847429519072,2859,406,0.7902155887230514,15,0.0041459369817578775,-0.013728674092029308,22521,6450,1386,366,0.38308457711442784,1240,336,0.3427307904919845,1500,0.41459369817578773,88,54,0.07315045719035744,639,116,0.5311720698254364,316,86,0.2626766417290108,887,113,0.7373233582709892,26.9,23.5,30.4,0.26899999999999996,12.7,11.9,13.5,0.127,44.8,43.4,46,0.44799999999999995,35.4,32,38.9,0.354
29510114102,1586580,0,0,0,4282,297,2049,136,4142,295,0.9673049976646427,132,105,0.030826716487622606,8,0.0018682858477347033,0.027846792414022853,56993,11716,237,128,0.05534796823914059,60,57,0.014012143858010275,251,0.05861746847267632,63,50,0.03074670571010249,80,57,0.03904343582235237,1023,124,0.4992679355783309,1026,156,0.5007320644216691,8.2,6.4,10.5,0.08199999999999999,8.5,8,9.2,0.085,25.4,23.9,27.1,0.254,70.9,66.1,75.1,0.7090000000000001
29510116302,616467,8044.583298206329,0,8044.583298206329,2783,343,1265,151,604,273,0.21703197987782968,1009,262,0.3625583902263744,1170,0.4204096298957959,-0.0024778259389407744,25445,3579,944,319,0.339202299676608,323,175,0.11606180380883938,1168,0.4196909809558031,10,16,0.007905138339920948,474,175,0.37470355731225297,272,111,0.2150197628458498,993,179,0.7849802371541502,29.2,26,32.5,0.292,11.7,11.1,12.4,0.11699999999999999,38.6,37.5,39.7,0.386,39,35.8,42.3,0.39
29510116301,645676,0,0,0,3634,376,1442,85,2592,342,0.71326362135388,703,277,0.1934507429829389,339,0.09328563566318107,0.013327606438669919,60938,8924,476,193,0.1309851403412218,226,158,0.06219042377545404,729,0.20060539350577875,40,37,0.027739251040221916,179,80,0.12413314840499307,781,106,0.5416088765603329,661,116,0.45839112343966715,14.1,11.6,17.2,0.141,9.5,9,10,0.095,30.3,28.8,31.7,0.303,60.1,55.6,64.3,0.601
29510119101,506383,490394.9123350587,0,490394.9123350587,2787,265,1755,130,1489,223,0.5342662360961608,992,217,0.3559382848941514,306,0.10979547900968784,0.0037706830716449586,37188,10713,827,285,0.29673484033010405,373,184,0.1338356655902404,537,0.19268030139935413,27,43,0.015384615384615385,385,113,0.21937321937321938,462,75,0.26324786324786326,1293,146,0.7367521367521368,14.3,11.6,17.5,0.14300000000000002,9.5,9,10.1,0.095,31.1,29.8,32.4,0.311,56.9,52.5,60.7,0.569
29510114101,949541,614.8282073661685,0,614.8282073661685,4307,384,2288,163,3066,351,0.711864406779661,960,353,0.22289296494079405,281,0.06524262827954493,0.014916311027256948,41597,7129,524,225,0.12166241003018342,193,172,0.04481077315997214,554,0.12862781518458324,0,11,0,331,157,0.14466783216783216,836,165,0.36538461538461536,1452,222,0.6346153846153846,15.3,13,17.7,0.153,9.7,9.2,10.3,0.09699999999999999,31.1,29.7,32.3,0.311,59.4,55.7,62.9,0.594
29510127100,1741414,1221.1199137568474,1740197.2044789747,1741418.3243927315,1991,288,830,82,82,56,0.04118533400301356,1894,288,0.9512807634354595,15,0.007533902561526871,-0.011943669413460315,20106,3704,864,247,0.4339527875439478,823,244,0.413360120542441,840,0.42189854344550476,11,13,0.01325301204819277,431,78,0.519277108433735,239,61,0.28795180722891567,591,95,0.7120481927710843,28.9,25.4,32.4,0.289,13.9,13.1,14.7,0.139,48.8,47.6,49.9,0.488,32.8,29.6,36.4,0.32799999999999996
29510127200,2019032,938719.5193129629,0,938719.5193129629,4331,586,2183,148,3195,361,0.7377049180327869,885,558,0.20434079889171092,251,0.05795428307550219,0.016306208721339734,40502,3546,621,314,0.14338489956130224,106,77,0.024474717155391363,523,0.12075733087046871,41,44,0.018781493357764543,176,97,0.08062299587723316,1020,156,0.467246907924874,1163,177,0.532753092075126,13.4,10.8,16.1,0.134,9.2,8.7,9.8,0.092,28.6,27.2,30.1,0.28600000000000003,63.7,59.2,68,0.637
29510127300,2140371,384642.7457780838,1407239.6262636185,1791882.3720417023,3655,387,1606,130,1267,282,0.3466484268125855,2243,341,0.6136798905608755,145,0.03967168262653899,-0.006032976039130927,31719,12116,1127,350,0.3083447332421341,750,306,0.2051983584131327,876,0.23967168262653898,7,11,0.0043586550435865505,388,116,0.24159402241594022,603,115,0.37546699875467,1003,133,0.6245330012453301,17,14.7,19.4,0.17,11,10.6,11.6,0.11,36.5,35.4,37.7,0.365,53.8,50.4,56.9,0.5379999999999999
29510127500,1779256,0,1010271.4977314478,1010271.4977314478,2476,306,1333,96,422,96,0.1704361873990307,2047,310,0.8267366720516963,7,0.002827140549273021,-0.010597013089681247,27071,5063,786,319,0.3174474959612278,744,311,0.30048465266558966,621,0.2508077544426494,0,11,0,355,106,0.2663165791447862,120,45,0.0900225056264066,1213,109,0.9099774943735934,20.1,17.2,23.3,0.201,11.5,11,12.2,0.115,39.3,38,40.6,0.39299999999999996,42.9,39.1,46.7,0.429
29510127600,2970225,0,2443733.782794833,2443733.782794833,2957,255,1886,132,2243,226,0.7585390598579641,590,217,0.1995265471761921,124,0.04193439296584376,0.011654298388380942,51195,4726,413,147,0.13966858302333446,208,121,0.07034156239431856,295,0.09976327358809604,18,21,0.009544008483563097,175,96,0.09278897136797455,547,113,0.2900318133616119,1339,138,0.7099681866383881,11.5,9,14.9,0.115,8.7,8.2,9.4,0.087,27.8,26.2,29.6,0.278,66.8,61.8,71.3,0.6679999999999999
29510106400,1106529,25942.27262943983,0,25942.27262943983,2032,298,900,131,22,33,0.010826771653543307,1994,295,0.9812992125984252,16,0.007874015748031496,-0.013020307327352718,20806,4269,668,266,0.328740157480315,652,264,0.32086614173228345,639,0.31446850393700787,42,37,0.04666666666666667,361,111,0.4011111111111111,330,80,0.36666666666666664,570,127,0.6333333333333333,25.9,22.8,29.3,0.259,13.1,12.4,13.8,0.131,46.7,45.5,47.8,0.467,38.6,35.7,41.7,0.386
29510125600,2158590,0,0,0,4548,545,2777,212,2072,382,0.455584872471416,2125,517,0.4672383465259455,351,0.07717678100263853,3.280783624851069e-4,54042,6761,701,454,0.15413368513632367,463,442,0.10180299032541777,530,0.11653474054529464,0,11,0,269,137,0.09686712279438242,203,119,0.0731004681310767,2574,230,0.9268995318689233,13.4,11.2,15.9,0.134,8.8,8.4,9.3,0.08800000000000001,29.5,28.3,30.7,0.295,63.4,60,66.8,0.634
29510125700,1306149,0,389354.8261850178,389354.8261850178,3708,361,1524,110,65,59,0.017529665587918016,3635,361,0.9803128371089536,8,0.002157497303128371,-0.023563006563343744,11997,2809,2272,449,0.6127292340884574,2243,448,0.604908306364617,2203,0.5941208198489751,138,84,0.09055118110236221,866,146,0.568241469816273,60,38,0.03937007874015748,1464,107,0.9606299212598425,31.5,26.1,37.1,0.315,15.3,14.1,16.8,0.153,48.7,46.9,50.3,0.48700000000000004,29.1,24.5,33.8,0.29100000000000004
29510123300,917993,106188.59991527628,811805.3984932601,917993.9984085364,3029,236,1449,117,2007,204,0.6625949158137999,957,217,0.31594585671838893,65,0.02145922746781116,0.007593486955266261,54766,12587,400,199,0.13205678441729943,254,196,0.08385605810498514,464,0.15318586992406735,5,8,0.003450655624568668,178,76,0.12284334023464458,576,104,0.39751552795031053,873,125,0.6024844720496895,12.6,10.4,15.2,0.126,9.4,9,9.9,0.094,29.8,28.5,31,0.298,64.3,60.7,67.6,0.643
29510124100,1053217,563189.2726608664,416282.45030653477,979471.7229674011,5506,800,1784,163,1523,333,0.2766073374500545,3564,767,0.6472938612422812,419,0.07609880130766436,-0.01298482913600039,23077,7338,2221,699,0.4033781329458772,1406,616,0.2553577915001816,2675,0.4858336360334181,133,83,0.07455156950672645,921,194,0.5162556053811659,532,93,0.2982062780269058,1252,190,0.7017937219730942,29.8,25.5,33.8,0.298,12.8,12,13.7,0.128,44.1,42.7,45.3,0.441,34.8,31,38.6,0.348
29510124200,797492,349842.9972166121,447648.60653853416,797491.6037551463,3551,534,1311,135,949,239,0.2672486623486342,2152,404,0.6060264714165023,450,0.12672486623486343,-0.00763668096341759,26838,11654,1428,465,0.4021402421852999,1128,372,0.3176569980287243,1275,0.3590537876654464,33,38,0.02517162471395881,551,126,0.42028985507246375,444,99,0.33867276887871856,867,142,0.6613272311212814,27.3,23.8,31,0.273,12.1,11.4,12.9,0.121,41,39.7,42.2,0.41,40.1,36.5,43.8,0.401
29510124300,1168451,0,920684.7872084677,920684.7872084677,3117,281,1541,130,2255,230,0.7234520372152711,724,206,0.2322746230349695,138,0.04427333974975938,0.01085226476829496,53464,15358,578,179,0.18543471286493424,159,99,0.05101058710298364,455,0.14597369265319218,45,43,0.029201817001946788,194,67,0.12589227774172615,886,125,0.5749513303049968,655,132,0.42504866969500327,13.8,11.3,16.5,0.138,9.4,8.9,9.9,0.094,31,29.5,32.5,0.31,59.2,54.6,63.7,0.5920000000000001
29510123200,1113277,160605.33881436288,952670.7825473249,1113276.1213616878,2407,203,1375,93,1603,157,0.6659742417947653,684,156,0.28417116742833404,120,0.04985459077690071,0.006595831614131479,55729,15808,434,96,0.1803074366431242,310,92,0.12879102617366014,463,0.19235562941420856,54,62,0.03927272727272727,269,84,0.19563636363636364,508,82,0.3694545454545455,867,114,0.6305454545454545,11.7,9.7,14.1,0.11699999999999999,9.4,9,9.9,0.094,30.9,29.6,32.4,0.309,63.1,59.1,66.7,0.631
29510124600,2151491,0,894690.1984196156,894690.1984196156,1780,211,700,71,528,106,0.2966292134831461,1182,180,0.6640449438202247,70,0.03932584269662921,-0.0041476564896074306,15667,3605,1026,226,0.5764044943820225,839,213,0.4713483146067416,792,0.4449438202247191,22,23,0.03142857142857143,381,74,0.5442857142857143,178,46,0.2542857142857143,522,79,0.7457142857142857,30.1,26.7,33.8,0.301,12.9,12.1,13.7,0.129,44.4,43.1,45.6,0.444,34.6,31.6,38,0.34600000000000003
29510125500,1099392,0,0,0,2976,276,2054,183,1816,212,0.6102150537634409,880,220,0.2956989247311828,280,0.09408602150537634,0.006777857099499377,57050,8148,438,162,0.14717741935483872,176,99,0.05913978494623656,73,0.024529569892473117,12,18,0.005842259006815969,77,69,0.037487828627069134,382,112,0.18597857838364168,1672,181,0.8140214216163584,11.5,9.1,14.4,0.115,8.5,8.1,9.1,0.085,28.8,27.2,30.4,0.28800000000000003,64.1,59.7,68.2,0.6409999999999999
29510101800,2528233,182656.39234399796,1703501.7804525867,1886158.1727965847,3102,444,1202,109,1955,367,0.6302385557704706,1012,306,0.3262411347517731,135,0.043520309477756286,0.00686959841316584,38333,6589,876,322,0.28239845261121854,284,199,0.0915538362346873,1075,0.3465506125080593,54,40,0.04492512479201331,450,107,0.37437603993344426,435,85,0.36189683860232946,767,106,0.6381031613976705,22.9,19.8,26.2,0.22899999999999998,11.2,10.5,12,0.11199999999999999,37.1,35.8,38.4,0.371,43.7,39.8,47.7,0.43700000000000006
29510102100,1487343,34689.35021556169,0,34689.35021556169,2774,250,1534,103,2202,210,0.7937995674116799,355,240,0.12797404470079307,217,0.07822638788752703,0.012922489092257202,45230,5949,286,157,0.10310021629416005,84,115,0.03028118240807498,398,0.14347512617159336,18,23,0.011734028683181226,188,103,0.12255541069100391,599,98,0.39048239895697523,935,133,0.6095176010430248,12.5,10,15.6,0.125,9.2,8.6,9.8,0.092,28.4,26.7,30,0.284,62.3,57.7,67.1,0.623
29510102200,2561590,31656.426613628864,0,31656.426613628864,5966,394,2958,122,5743,415,0.9626215219577606,54,61,0.009051290646999664,169,0.028327187395239692,0.03946271298465405,68537,12085,284,128,0.04760308414347972,3,7,5.028494803888703e-4,135,0.02262822661749916,47,42,0.015889114266396213,89,55,0.03008789722785666,2172,179,0.7342799188640974,786,147,0.2657200811359026,9,7.1,11.4,0.09,8.5,8,9,0.085,25.7,24.2,27.2,0.257,71.5,67.5,75,0.715
29510101100,1197182,288968.6683894545,0,288968.6683894545,2514,227,1067,82,1985,194,0.7895783611774065,133,134,0.05290373906125696,396,0.1575178997613365,0.012884491637479852,56506,9046,282,144,0.11217183770883055,0,11,0,251,0.09984089101034209,33,25,0.030927835051546393,132,46,0.12371134020618557,901,98,0.8444236176194939,166,65,0.15557638238050608,13.2,11.7,14.7,0.132,9.1,8.8,9.5,0.091,28.3,27.4,29.1,0.28300000000000003,62.4,59.7,65,0.624
29510101200,1073333,199940.05999708176,0,199940.05999708176,3376,241,1478,91,2942,324,0.8714454976303317,233,185,0.06901658767772512,201,0.059537914691943125,0.018859286890977517,54828,9400,423,284,0.1252962085308057,12,16,0.0035545023696682463,541,0.16024881516587677,75,40,0.05074424898511502,186,94,0.12584573748308525,1141,103,0.7719891745602165,337,121,0.2280108254397835,11.7,9.4,14.2,0.11699999999999999,8.7,8.2,9.3,0.087,27.6,26,29.1,0.276,66.1,62,69.9,0.6609999999999999
29510101300,1974056,125726.69327366352,0,125726.69327366352,3972,372,1844,147,3334,302,0.8393756294058409,539,323,0.13569989929506546,99,0.024924471299093656,0.01955573350883227,54775,9721,178,105,0.04481369587109768,62,72,0.015609264853977844,185,0.04657603222557905,32,36,0.01735357917570499,200,102,0.10845986984815618,1407,143,0.7630151843817787,437,121,0.23698481561822127,10.6,8.7,12.9,0.106,8.8,8.3,9.4,0.08800000000000001,27.3,25.8,28.8,0.273,68.6,64.1,73,0.6859999999999999
29510101400,859993,438464.6433364451,4725.959929704666,443190.60326614976,2711,267,1148,96,1647,216,0.6075248985614164,779,229,0.28734784212467723,285,0.1051272593139063,0.006273315418850507,39671,4303,600,284,0.2213205459240133,190,169,0.07008483954260421,328,0.12098856510512726,35,33,0.03048780487804878,239,74,0.20818815331010454,734,97,0.6393728222996515,414,121,0.3606271777003484,16.4,14.1,18.9,0.16399999999999998,10.1,9.5,10.6,0.10099999999999999,34,32.7,35.2,0.34,58.3,54.4,62.2,0.583
29510101500,1665843,1096126.820750624,545655.8378648758,1641782.6586154997,3937,640,1453,148,1968,548,0.49987299974599947,1736,489,0.4409448818897638,233,0.05918211836423673,0.0021768158252282177,28689,3526,1342,466,0.34086868173736345,898,399,0.22809245618491236,1721,0.43713487426974856,95,57,0.0653819683413627,591,186,0.40674466620784583,371,77,0.2553337921541638,1082,158,0.7446662078458361,23.3,20.3,26.3,0.233,11.7,11,12.4,0.11699999999999999,37.1,36,38.2,0.371,42.4,39.1,45.8,0.424
29510102300,1282333,0,0,0,2027,205,888,51,1765,209,0.8707449432659102,45,47,0.02220029600394672,217,0.10705476073014307,0.011940457123569463,54583,8097,386,212,0.19042920572274297,34,41,0.016773556980759743,355,0.17513566847557968,21,14,0.02364864864864865,84,47,0.0945945945945946,677,61,0.7623873873873874,211,62,0.2376126126126126,14.4,12.1,16.8,0.14400000000000002,9.3,8.8,9.8,0.09300000000000001,29.3,28,30.4,0.293,62.7,59.1,66.3,0.627
29510102400,584695,0,0,0,2579,219,1132,60,2382,221,0.9236138037999224,163,150,0.0632027917797596,34,0.013183404420317953,0.01543892874361388,38676,5550,701,289,0.27181077937184955,76,106,0.029468786351298952,589,0.2283830942225669,54,49,0.04770318021201413,288,76,0.254416961130742,585,104,0.5167844522968198,547,96,0.4832155477031802,16.8,14.1,20.1,0.168,10.1,9.5,10.8,0.10099999999999999,32.4,30.9,33.9,0.324,55.9,51.3,60.5,0.5589999999999999
29510108100,3214656,0,0,0,3208,429,1100,116,101,84,0.031483790523690776,3073,433,0.9579177057356608,34,0.01059850374064838,-0.019600690543333223,30990,5310,1055,459,0.3288653366583541,1054,460,0.32855361596009974,1276,0.39775561097256856,61,42,0.05545454545454546,458,123,0.4163636363636364,641,120,0.5827272727272728,459,124,0.4172727272727273,22.6,18.5,26.8,0.226,12.6,11.6,13.7,0.126,43.8,42,45.2,0.43799999999999994,43.6,38.6,48.7,0.436
29510103100,1188363,227155.36518968642,0,227155.36518968642,3097,304,1659,130,2781,327,0.897965773329028,222,110,0.07168227316758154,94,0.03035195350339038,0.01781565196921996,44771,4800,340,203,0.10978366160800775,72,72,0.023248304811107522,182,0.0587665482725218,24,21,0.014466546112115732,135,79,0.081374321880651,898,98,0.541289933694997,761,126,0.458710066305003,10.7,8.5,12.9,0.107,8.8,8.4,9.4,0.08800000000000001,27.5,26.1,28.9,0.275,68.7,64.4,72.3,0.687
29510103400,909286,0,0,0,1876,163,892,55,1766,158,0.94136460554371,62,49,0.03304904051172708,48,0.0255863539445629,0.011835084579362887,58500,14861,133,66,0.0708955223880597,40,40,0.021321961620469083,59,0.0314498933901919,0,11,0,35,36,0.03923766816143498,618,77,0.6928251121076233,274,64,0.3071748878923767,10.4,8.2,13,0.10400000000000001,8.8,8.3,9.4,0.08800000000000001,27.5,25.7,29.2,0.275,69.4,65,73.3,0.6940000000000001
29510102500,954053,4342.373752355576,0,4342.373752355576,2092,171,1012,39,1775,180,0.8484703632887189,93,45,0.04445506692160612,224,0.10707456978967496,0.011692693153902815,45862,6001,279,109,0.13336520076481836,20,19,0.009560229445506692,241,0.11520076481835564,15,16,0.014822134387351778,156,65,0.1541501976284585,603,59,0.5958498023715415,409,60,0.4041501976284585,14.2,11.3,17.8,0.142,9.7,9,10.4,0.09699999999999999,30.3,28.6,31.8,0.303,60.3,55.2,65.2,0.603
