GEOID,ALAND,cGrade,dGrade,cdGrade,totalPop,totalPop_m,house,house_m,white,white_m,whiteProp,black,black_m,blackProp,otherRace,otherRaceProp,dissim,medianInc,medianInc_m,poverty,poverty_m,povertyProp,povertyB,povertyB_m,povertyBProp,medicaid,medicaidProp,tanf,tanf_m,tanfProp,snap,snap_m,snapProp,own,own_m,ownProp,rent,rent_m,rentProp,unins,unins_ml,unins_mh,uninsProp,asthma,asthma_ml,asthma_mh,asthmaProp,obesity,obesity_ml,obesity_mh,obesityProp,dental,dental_ml,dental_mh,dentalProp
29510112200,695233,581877.9572199136,0,581877.9572199136,1632,294,592,67,136,61,0.08333333333333333,1496,288,0.9166666666666666,0,0,-0.00893997288522822,21053,6158,606,232,0.3713235294117647,596,233,0.36519607843137253,592,0.3627450980392157,20,22,0.033783783783783786,251,68,0.4239864864864865,238,60,0.40202702702702703,354,67,0.597972972972973,23.4,20.6,26.2,0.23399999999999999,12.6,12,13.2,0.126,44.5,43.4,45.6,0.445,41.4,38,44.9,0.414
29510115400,978835,256216.79341511428,0,256216.79341511428,3312,411,1158,116,1988,353,0.6002415458937198,847,279,0.25573671497584544,477,0.14402173913043478,0.00818843583928128,33942,8795,910,339,0.2747584541062802,299,172,0.09027777777777778,946,0.2856280193236715,47,34,0.04058721934369603,394,121,0.34024179620034545,695,99,0.6001727115716753,463,112,0.3998272884283247,20.4,17.6,23.3,0.204,10.5,9.9,11.2,0.105,34,32.8,35.1,0.34,52,47.7,56,0.52
29510115500,1215464,936593.4480214119,256081.49271512032,1192674.9407365322,6446,837,2481,213,2416,518,0.3748060812907229,3748,846,0.5814458578963698,282,0.043748060812907226,-0.008008706181575006,22319,7084,2718,801,0.4216568414520633,1646,771,0.25535215637604713,2654,0.41172820353707723,73,59,0.029423619508262798,1035,264,0.41717049576783555,831,197,0.3349455864570738,1650,240,0.6650544135429263,24.4,21.5,27.4,0.244,11.8,11.2,12.5,0.11800000000000001,40.6,39.3,41.8,0.406,44.4,40.8,48,0.444
29510115600,1833609,2070.4632110595703,1237898.9628724034,1239969.426083463,4813,615,2054,218,2167,391,0.4502389362144193,2237,434,0.4647828797008103,409,0.08497818408477041,2.468677531543926e-4,20020,4489,1667,522,0.3463536255973405,883,367,0.18346145854976106,1759,0.36546852275088304,71,56,0.03456669912366115,844,195,0.41090555014605645,580,149,0.28237585199610515,1474,240,0.7176241480038948,28.2,25,31.3,0.282,12,11.4,12.8,0.12,40.1,38.9,41.2,0.401,39.8,36.3,43.6,0.39799999999999996
29510119200,733653,1717.4746746718884,730441.5727285296,732159.0474032015,2008,182,928,92,817,174,0.4068725099601594,1079,250,0.5373505976095617,112,0.055776892430278883,-0.0014634140148655867,39107,15353,419,189,0.20866533864541834,292,191,0.1454183266932271,352,0.1752988047808765,74,79,0.07974137931034483,221,85,0.23814655172413793,442,65,0.47629310344827586,486,81,0.5237068965517241,14.8,12.1,17.6,0.14800000000000002,10.2,9.6,10.8,0.102,33.8,32.5,35.3,0.33799999999999997,61.2,57.4,65,0.612
29510119300,1179813,244229.28685370833,662448.0244448185,906677.3112985268,4109,351,1293,132,2164,263,0.5266488196641519,1130,190,0.2750060842054028,815,0.19834509613044538,0.007539176491130465,17979,3839,1126,221,0.27403261134095885,221,97,0.05378437576052567,405,0.09856412752494524,16,18,0.01237432327919567,207,71,0.16009280742459397,52,38,0.04021655065738593,1241,144,0.9597834493426141,20.6,16.2,27.3,0.20600000000000002,11.5,10.3,13.2,0.115,26.2,24.1,28.2,0.262,48.8,40.6,55.7,0.488
29510120200,579429,451211.19412359595,128217.54974719882,579428.7438707948,1470,265,444,58,161,126,0.10952380952380952,1248,252,0.8489795918367347,61,0.04149659863945578,-0.007128285909043386,14435,10281,795,280,0.5408163265306123,732,269,0.49795918367346936,770,0.5238095238095238,26,17,0.05855855855855856,225,64,0.5067567567567568,128,41,0.2882882882882883,316,54,0.7117117117117117,29.4,24.4,34.9,0.294,13.4,12.3,14.6,0.134,46,44.1,47.7,0.46,28.9,24.3,33.9,0.289
29510114200,1512784,5604.240164548159,0,5604.240164548159,4721,372,2482,129,3946,453,0.835839864435501,397,190,0.08409235331497564,378,0.0800677822495234,0.024737160125891923,50238,7303,785,346,0.16627833086210547,106,131,0.022452870154628258,602,0.12751535691590765,67,64,0.026994359387590653,211,117,0.08501208702659147,1394,175,0.5616438356164384,1088,176,0.4383561643835616,11.7,9.2,14.8,0.11699999999999999,9.1,8.5,9.7,0.091,27.7,26.1,29.3,0.27699999999999997,64.3,59.4,69.1,0.643
29510114300,1366902,0,0,0,5162,308,2508,159,4611,344,0.8932584269662921,268,193,0.05191786129407207,283,0.0548237117396358,0.030200184420416276,63964,8704,316,177,0.06121658271987602,128,146,0.02479659046881054,201,0.03893839597055405,24,38,0.009569377990430622,106,76,0.04226475279106858,1936,193,0.7719298245614035,572,176,0.22807017543859648,9.2,7,12.3,0.092,8.5,8,9.2,0.085,25.4,23.8,27.1,0.254,71.1,66.6,75.1,0.711
29510115100,1145336,3966.999598841765,0,3966.999598841765,4177,359,1805,106,3395,345,0.8127842949485277,475,134,0.11371797941106057,307,0.07349772564041178,0.020401480288554298,29215,5279,1008,242,0.24132152262389275,312,123,0.07469475700263346,930,0.22264783337323438,26,23,0.014404432132963989,465,136,0.25761772853185594,1051,135,0.5822714681440443,754,127,0.41772853185595565,20.2,17.3,23.6,0.20199999999999999,10.6,9.9,11.3,0.106,33.2,31.9,34.5,0.332,51.7,47.3,55.8,0.517
29510110400,885207,881374.0077753216,3836.9318165779114,885210.9395918995,2012,297,955,113,19,23,0.009443339960238568,1976,297,0.9821073558648111,17,0.008449304174950299,-0.012922195666775372,19695,4032,712,293,0.3538767395626243,706,293,0.3508946322067594,568,0.2823061630218688,7,12,0.007329842931937173,301,99,0.31518324607329845,432,90,0.4523560209424084,523,125,0.5476439790575917,23.3,19.2,27.7,0.233,12.8,11.9,13.9,0.128,44.8,43.1,46.4,0.44799999999999995,45.7,40.8,50.9,0.457
29510110500,1246967,353228.37578510493,0,353228.37578510493,1038,173,470,66,14,11,0.01348747591522158,1012,171,0.9749518304431599,12,0.011560693641618497,-0.006588446599522579,17841,4561,490,170,0.4720616570327553,476,167,0.45857418111753373,576,0.5549132947976878,16,16,0.03404255319148936,311,69,0.6617021276595745,223,49,0.474468085106383,247,60,0.5255319148936171,26.2,21.7,30.6,0.262,13.2,12.1,14.3,0.132,46.4,44.6,47.9,0.46399999999999997,33.9,29.4,38.9,0.33899999999999997
29510110100,993991,539375.932510063,1167.757867872715,540543.6903779358,2936,365,1181,137,43,50,0.014645776566757493,2817,363,0.9594686648501363,76,0.025885558583106268,-0.018311639330592405,25241,5593,938,360,0.3194822888283379,900,345,0.3065395095367847,1105,0.3763623978201635,57,39,0.04826418289585097,657,140,0.5563082133784928,491,130,0.4157493649449619,690,134,0.584250635055038,24.4,20.1,28.9,0.244,12.8,11.8,13.8,0.128,44.3,42.7,45.9,0.44299999999999995,38.3,33.5,43.2,0.38299999999999995
29510110200,777755,16.447855703532696,0,16.447855703532696,1996,381,855,131,0,11,0,1968,387,0.9859719438877755,28,0.014028056112224449,-0.013001083423618635,20202,7401,688,283,0.34468937875751504,676,284,0.33867735470941884,653,0.3271543086172345,55,52,0.06432748538011696,356,118,0.41637426900584795,357,90,0.41754385964912283,498,123,0.5824561403508772,26.3,22.3,30.5,0.263,13.4,12.4,14.4,0.134,45.6,44.2,46.8,0.456,36.2,32.4,40,0.36200000000000004
29510112300,851908,845861.7403075434,0,845861.7403075434,1820,368,839,101,24,27,0.013186813186813187,1749,369,0.960989010989011,47,0.025824175824175823,-0.011387911015771158,17484,2097,901,334,0.4950549450549451,887,336,0.48736263736263735,671,0.3686813186813187,66,48,0.07866507747318235,441,85,0.5256257449344458,222,49,0.26460071513706795,617,99,0.735399284862932,24.7,21.3,28.1,0.247,13.1,12.4,13.7,0.131,45.9,44.7,47,0.45899999999999996,36.9,33.4,40.7,0.369
29510116100,765176,0,0,0,2973,422,1470,154,1636,252,0.5502859064917591,830,295,0.2791792801883619,507,0.1705348133198789,0.005860127909786861,38125,7902,746,273,0.2509249915909855,246,135,0.08274470232088799,608,0.20450723175243862,59,61,0.04013605442176871,255,98,0.17346938775510204,768,110,0.5224489795918368,702,134,0.4775510204081633,18.1,15.7,20.8,0.18100000000000002,9.8,9.3,10.4,0.098,32.1,30.8,33.3,0.321,52.7,49.3,56.2,0.527
29510116200,2348413,12489.552193606272,0,12489.552193606272,4132,392,2131,170,3198,336,0.7739593417231365,588,263,0.14230396902226525,346,0.08373668925459826,0.018289063157530618,52642,5034,433,150,0.1047918683446273,151,123,0.03654404646660213,246,0.05953533397870281,43,42,0.02017832003754106,193,102,0.09056780854059127,1069,162,0.5016424213984045,1062,190,0.4983575786015955,10.8,8.6,13.6,0.10800000000000001,9,8.5,9.6,0.09,28,26.5,29.5,0.28,63.9,59.1,68.2,0.639
29510116400,1003959,996377.1480983889,0,996377.1480983889,4852,467,1950,140,1341,305,0.27638087386644683,2942,336,0.6063478977741138,569,0.1172712283594394,-0.010137655268851159,22472,4905,1843,436,0.37984336356141796,1366,419,0.28153338829348723,1870,0.3854080791426216,136,73,0.06974358974358974,894,151,0.4584615384615385,609,126,0.3123076923076923,1341,163,0.6876923076923077,29.1,26,32.6,0.29100000000000004,12.8,12.1,13.7,0.128,42.8,41.5,43.8,0.428,36.7,33.3,40,0.36700000000000005
29510107300,1574577,232148.50442422554,0,232148.50442422554,4568,476,1787,137,55,71,0.012040280210157617,4434,478,0.9706654991243433,79,0.017294220665499124,-0.02891072920943166,25622,2627,1397,345,0.3058231173380035,1370,344,0.2999124343257443,1811,0.3964535901926445,88,55,0.049244543928371576,815,141,0.4560716284275322,1049,120,0.587017347509793,738,136,0.41298265249020705,25.8,22.9,29.1,0.258,13,12.3,13.8,0.13,47,45.9,48.2,0.47,36.5,33.1,39.9,0.365
29510118400,1448165,0,252212.28411781788,252212.28411781788,1480,343,386,49,833,277,0.5628378378378378,441,98,0.297972972972973,206,0.13918918918918918,0.0028623051129373902,9963,1403,288,64,0.1945945945945946,186,55,0.12567567567567567,226,0.1527027027027027,9,10,0.023316062176165803,219,51,0.5673575129533679,10,12,0.025906735751295335,376,49,0.9740932642487047,22.9,18.8,29.6,0.22899999999999998,12.5,11.3,14.4,0.125,30.7,28.7,32.5,0.307,43.3,36,49.7,0.433
29510118600,2737927,597287.3563970476,373960.6169998646,971247.9733969122,3980,424,1512,120,2080,231,0.5226130653266332,1491,328,0.37462311557788947,409,0.10276381909547738,0.00457190402315482,39211,8642,729,245,0.18316582914572865,342,218,0.08592964824120602,466,0.11708542713567839,7,12,0.004629629629629629,163,80,0.1078042328042328,468,96,0.30952380952380953,1044,131,0.6904761904761905,16.9,14.6,19.8,0.16899999999999998,10.5,10,11.2,0.105,29.9,28.7,31.1,0.299,54,49.8,58,0.54
29510113500,1797198,1246969.1009661257,0,1246969.1009661257,2205,194,1192,87,2156,185,0.9777777777777777,32,47,0.014512471655328799,17,0.007709750566893424,0.014737361241897475,43333,9979,270,132,0.12244897959183673,32,47,0.014512471655328799,242,0.10975056689342404,36,28,0.030201342281879196,89,42,0.07466442953020135,745,103,0.625,447,105,0.375,11.2,8.5,14.1,0.11199999999999999,8.9,8.3,9.5,0.08900000000000001,27.3,25.6,29,0.273,66.7,61.7,71,0.667
29510117100,1083049,226501.85626183264,4378.769357919693,230880.62561975233,1685,213,1019,66,1211,132,0.7186943620178041,385,188,0.228486646884273,89,0.052818991097922846,0.005853141305237432,40137,2074,298,169,0.1768545994065282,135,143,0.08011869436201781,242,0.14362017804154303,10,8,0.009813542688910697,90,43,0.08832188420019627,188,34,0.1844946025515211,831,70,0.8155053974484789,10.7,8.7,13.9,0.107,9.1,8.6,9.7,0.091,28,26.5,29.5,0.28,68,63.9,71.6,0.68
29510115700,958989,419844.16205859184,216484.17993557453,636328.3419941664,3658,674,1358,154,1631,398,0.4458720612356479,1677,646,0.4584472389283762,350,0.09568069983597595,2.2997348101661333e-4,25988,4825,1679,645,0.4589939857845817,836,536,0.2285401858939311,1462,0.39967195188627663,72,60,0.053019145802650956,473,115,0.3483063328424153,354,96,0.2606774668630339,1004,160,0.7393225331369662,28.7,26,31.4,0.287,12.3,11.7,12.8,0.12300000000000001,41.1,40.2,41.9,0.41100000000000003,38.7,36,41.4,0.387
29510121200,857714,0,857714.7735599801,857714.7735599801,2343,313,896,68,47,49,0.020059752454118653,2208,309,0.942381562099872,88,0.03755868544600939,-0.014260703959761286,13102,3799,1316,294,0.5616730687153222,1250,283,0.5335040546308152,1407,0.6005121638924455,47,40,0.052455357142857144,497,86,0.5546875,101,48,0.11272321428571429,795,76,0.8872767857142857,33.1,26.7,39.8,0.331,15.2,13.9,16.7,0.152,48.7,46.7,50.5,0.48700000000000004,26.8,22.3,32,0.268
29510121100,1098514,14.949927184730768,688127.9744704887,688142.9243976735,1711,226,922,78,236,90,0.13793103448275862,1412,249,0.8252483927527762,63,0.03682057276446522,-0.007691692332443017,16367,3596,846,207,0.494447691408533,660,208,0.38573933372296904,661,0.3863237872589129,39,33,0.04229934924078091,359,84,0.3893709327548807,13,14,0.014099783080260303,909,79,0.9859002169197397,25.8,21.6,30.8,0.258,12.8,12,13.7,0.128,42.6,41.1,44,0.426,43.6,39.4,47.5,0.436
